payment_id,project_id,payment_date,payment_amount,cumulative_payment,payment_status,milestone_description,voucher_no
PAY000220,P10083,2026-02-02,1022500,2045000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-87048
PAY000221,P10083,2026-03-04,1022500,3067500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-81739
PAY000222,P10083,2026-04-03,1022500,4090000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-15295
PAY000223,P10087,2024-06-08,849150,849150,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-11933
PAY000224,P10087,2024-07-08,849150,1698300,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-13822
PAY000225,P10088,2024-03-22,625975,625975,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-38969
PAY000226,P10088,2024-04-21,625975,1251950,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-14539
PAY000227,P10088,2024-05-21,625975,1877925,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-39530
PAY000228,P10088,2024-06-20,625975,2503900,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-11998
PAY000229,P10089,2024-05-03,1540000,1540000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-78297
PAY000230,P10089,2024-06-02,1540000,3080000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-40047
PAY000231,P10089,2024-07-02,1540000,4620000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-50385
PAY000232,P10089,2024-08-01,1540000,6160000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-87367
PAY000233,P10090,2026-08-21,593250,593250,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-61032
PAY000234,P10090,2026-09-20,593250,1186500,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-25028
PAY000235,P10090,2026-10-20,593250,1779750,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-39556
PAY000236,P10090,2026-11-19,593250,2373000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-76006
PAY000237,P10091,2026-06-20,781625,781625,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-50689
PAY000238,P10091,2026-07-20,781625,1563250,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-34986
PAY000239,P10091,2026-08-19,781625,2344875,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-48426
PAY000240,P10091,2026-09-18,781625,3126500,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-45732
PAY000241,P10094,2026-07-05,1627500,1627500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-62632
PAY000242,P10094,2026-08-04,1627500,3255000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-52322
PAY000243,P10094,2026-09-03,1627500,4882500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-10878
PAY000244,P10094,2026-10-03,1627500,6510000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-99689
PAY000245,P10095,2024-11-25,733525,733525,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-91594
PAY000246,P10095,2024-12-25,733525,1467050,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-63252
PAY000247,P10095,2025-01-24,733525,2200575,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-62387
PAY000248,P10095,2025-02-23,733525,2934100,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-23721
PAY000249,P10096,2025-11-21,940000,940000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-17103
PAY000250,P10096,2025-12-21,940000,1880000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-34108
PAY000251,P10096,2026-01-20,940000,2820000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-67756
PAY000252,P10096,2026-02-19,940000,3760000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-12770
PAY000253,P10097,2024-09-24,1682500,1682500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-49902
PAY000254,P10097,2024-10-24,1682500,3365000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-94755
PAY000255,P10097,2024-11-23,1682500,5047500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-25417
PAY000256,P10097,2024-12-23,1682500,6730000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-56612
PAY000257,P10098,2026-09-07,717500,717500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-92494
PAY000258,P10098,2026-10-07,717500,1435000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-57693
PAY000259,P10098,2026-11-06,717500,2152500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-17869
PAY000260,P10098,2026-12-06,717500,2870000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-57745
PAY000261,P10099,2025-03-25,1800000,1800000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-95423
PAY000262,P10099,2025-04-24,1800000,3600000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-37614
PAY000263,P10099,2025-05-24,1800000,5400000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-98670
PAY000264,P10099,2025-06-23,1800000,7200000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-79980
PAY000265,P10100,2025-08-05,1497000,1497000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-77150
PAY000266,P10100,2025-09-04,1497000,2994000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-81886
PAY000267,P10101,2025-09-02,4331000,4331000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-95259
PAY000268,P10101,2025-10-02,4331000,8662000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-38977
PAY000269,P10101,2025-11-01,4331000,12993000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-89894
PAY000270,P10101,2025-12-01,4331000,17324000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-89399
PAY000271,P10102,2024-07-10,269500,269500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-25194
PAY000272,P10102,2024-08-09,269500,539000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-52546
PAY000273,P10102,2024-09-08,269500,808500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-25709
PAY000274,P10102,2024-10-08,269500,1078000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-69403
PAY000275,P10103,2024-05-21,1305000,1305000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-60285
PAY000276,P10103,2024-06-20,1305000,2610000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-97985
PAY000277,P10103,2024-07-20,1305000,3915000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-10661
PAY000278,P10103,2024-08-19,1305000,5220000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-63037
PAY000279,P10104,2024-05-06,1457500,1457500,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-22905
PAY000280,P10104,2024-06-05,1457500,2915000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-96461
PAY000281,P10105,2025-02-20,669800,669800,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-54941
PAY000282,P10105,2025-03-22,669800,1339600,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-72178
PAY000283,P10106,2026-01-01,1507500,1507500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-59310
PAY000284,P10106,2026-01-31,1507500,3015000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-23051
PAY000285,P10106,2026-03-02,1507500,4522500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-99269
PAY000286,P10106,2026-04-01,1507500,6030000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-72686
PAY000287,P10107,2026-09-02,1106700,1106700,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-58388
PAY000288,P10107,2026-10-02,1106700,2213400,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-90486
PAY000289,P10108,2025-11-21,1434000,1434000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-14799
PAY000290,P10108,2025-12-21,1434000,2868000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-28077
PAY000291,P10109,2024-11-17,1536950,1536950,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-51001
PAY000292,P10109,2024-12-17,1536950,3073900,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-57960
PAY000293,P10110,2026-05-21,1227500,1227500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-40092
PAY000294,P10110,2026-06-20,1227500,2455000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-20222
PAY000295,P10110,2026-07-20,1227500,3682500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-69496
PAY000296,P10110,2026-08-19,1227500,4910000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-82635
PAY000297,P10112,2026-11-03,1209250,1209250,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-19459
PAY000298,P10112,2026-12-03,1209250,2418500,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-85330
PAY000299,P10112,2027-01-02,1209250,3627750,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-29233
PAY000300,P10112,2027-02-01,1209250,4837000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-92558
PAY000301,P10114,2027-01-04,1836800,1836800,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-88456
PAY000302,P10116,2026-08-11,407500,407500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-44419
PAY000303,P10116,2026-09-10,407500,815000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-33554
PAY000304,P10116,2026-10-10,407500,1222500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-44887
PAY000305,P10116,2026-11-09,407500,1630000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-69809
PAY000306,P10117,2024-09-30,1263600,1263600,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-93937
PAY000307,P10117,2024-10-30,1263600,2527200,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-71706
PAY000308,P10118,2024-09-27,1260000,1260000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-26584
PAY000309,P10118,2024-10-27,1260000,2520000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-17778
PAY000310,P10118,2024-11-26,1260000,3780000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-20895
PAY000311,P10118,2024-12-26,1260000,5040000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-23988
PAY000312,P10120,2024-10-24,940950,940950,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-68543
PAY000313,P10120,2024-11-23,940950,1881900,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-46590
PAY000314,P10120,2024-12-23,940950,2822850,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-68780
PAY000315,P10120,2025-01-22,940950,3763800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-89836
PAY000316,P10121,2026-08-29,370000,370000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-78316
PAY000317,P10121,2026-09-28,370000,740000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-43053
PAY000318,P10121,2026-10-28,370000,1110000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-17211
PAY000319,P10121,2026-11-27,370000,1480000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-48845
PAY000320,P10123,2025-12-10,802500,802500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-38141
PAY000321,P10123,2026-01-09,802500,1605000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-53942
PAY000322,P10123,2026-02-08,802500,2407500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-51943
PAY000323,P10123,2026-03-10,802500,3210000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-83531
PAY000324,P10124,2027-01-21,1350000,1350000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-28996
PAY000325,P10124,2027-02-20,1350000,2700000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-49312
PAY000326,P10124,2027-03-22,1350000,4050000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-90993
PAY000327,P10124,2027-04-21,1350000,5400000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-45428
PAY000328,P10125,2025-05-27,1666500,1666500,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-94834
PAY000329,P10125,2025-06-26,1666500,3333000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-44617
PAY000330,P10126,2026-02-18,1180000,1180000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-92582
PAY000331,P10126,2026-03-20,1180000,2360000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-69425
PAY000332,P10126,2026-04-19,1180000,3540000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-55967
PAY000333,P10126,2026-05-19,1180000,4720000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-73597
PAY000334,P10127,2025-12-28,1989400,1989400,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-56892
PAY000335,P10127,2026-01-27,1989400,3978800,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-34869
PAY000336,P10128,2025-01-14,1123125,1123125,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-90108
PAY000337,P10128,2025-02-13,1123125,2246250,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-10933
PAY000338,P10128,2025-03-15,1123125,3369375,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-69234
PAY000339,P10128,2025-04-14,1123125,4492500,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-79734
PAY000340,P10129,2027-01-23,3048500,3048500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-57103
PAY000341,P10129,2027-02-22,3048500,6097000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-21284
PAY000342,P10129,2027-03-24,3048500,9145500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-48220
PAY000343,P10129,2027-04-23,3048500,12194000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-15966
PAY000344,P10131,2026-11-08,1241200,1241200,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-38508
PAY000345,P10131,2026-12-08,1241200,2482400,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-42874
PAY000346,P10132,2026-06-14,1087500,1087500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-38339
PAY000347,P10132,2026-07-14,1087500,2175000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-94765
PAY000348,P10132,2026-08-13,1087500,3262500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-35891
PAY000349,P10132,2026-09-12,1087500,4350000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-93104
PAY000350,P10134,2024-08-19,415000,415000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-59558
PAY000351,P10134,2024-09-18,415000,830000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-83947
PAY000352,P10134,2024-10-18,415000,1245000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-38591
PAY000353,P10134,2024-11-17,415000,1660000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-11545
PAY000354,P10135,2025-10-28,1230000,1230000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-19094
PAY000355,P10135,2025-11-27,1230000,2460000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-17164
PAY000356,P10135,2025-12-27,1230000,3690000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-64655
PAY000357,P10135,2026-01-26,1230000,4920000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-59623
PAY000358,P10138,2026-01-06,770000,770000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-39801
PAY000359,P10138,2026-02-05,770000,1540000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-11019
PAY000360,P10138,2026-03-07,770000,2310000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-59436
PAY000361,P10138,2026-04-06,770000,3080000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-26441
PAY000362,P10139,2025-11-17,386400,386400,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-32236
PAY000363,P10139,2025-12-17,386400,772800,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-27088
PAY000364,P10139,2026-01-16,386400,1159200,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-27750
PAY000365,P10139,2026-02-15,386400,1545600,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-68945
PAY000366,P10140,2025-12-21,867150,867150,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-50203
PAY000367,P10140,2026-01-20,867150,1734300,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-10078
PAY000368,P10141,2026-06-29,1391050,1391050,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-99947
PAY000369,P10141,2026-07-29,1391050,2782100,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-81003
PAY000370,P10142,2026-09-08,1852500,1852500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-69385
PAY000371,P10142,2026-10-08,1852500,3705000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-42779
PAY000372,P10142,2026-11-07,1852500,5557500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-79483
PAY000373,P10142,2026-12-07,1852500,7410000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-94219
PAY000374,P10143,2024-12-16,1650000,1650000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-71310
PAY000375,P10143,2025-01-15,1650000,3300000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-42228
PAY000376,P10144,2026-12-13,382800,382800,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-67930
PAY000377,P10145,2027-01-22,617700,617700,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-56595
PAY000378,P10145,2027-02-21,617700,1235400,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-61841
PAY000379,P10145,2027-03-23,617700,1853100,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-72619
PAY000380,P10145,2027-04-22,617700,2470800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-60318
PAY000381,P10146,2026-05-10,296400,296400,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-50002
PAY000382,P10146,2026-06-09,296400,592800,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-30548
PAY000383,P10146,2026-07-09,296400,889200,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-85239
PAY000384,P10146,2026-08-08,296400,1185600,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-78795
PAY000385,P10147,2026-03-14,690000,690000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-22177
PAY000386,P10147,2026-04-13,690000,1380000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-68070
PAY000387,P10147,2026-05-13,690000,2070000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-57275
PAY000388,P10147,2026-06-12,690000,2760000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-84511
PAY000389,P10148,2024-05-11,1541250,1541250,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-41602
PAY000390,P10148,2024-06-10,1541250,3082500,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-25019
PAY000391,P10149,2026-04-06,370975,370975,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-30721
PAY000392,P10149,2026-05-06,370975,741950,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-72819
PAY000393,P10149,2026-06-05,370975,1112925,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-32671
PAY000394,P10149,2026-07-05,370975,1483900,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-28334
PAY000395,P10150,2024-12-14,1540000,1540000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-17132
PAY000396,P10150,2025-01-13,1540000,3080000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-40410
PAY000397,P10150,2025-02-12,1540000,4620000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-10610
PAY000398,P10150,2025-03-14,1540000,6160000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-35786
PAY000399,P10151,2025-04-06,467500,467500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-83335
PAY000400,P10151,2025-05-06,467500,935000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-10293
PAY000401,P10151,2025-06-05,467500,1402500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-63340
PAY000402,P10151,2025-07-05,467500,1870000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-70530
PAY000403,P10152,2026-01-28,1154075,1154075,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-93362
PAY000404,P10152,2026-02-27,1154075,2308150,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-35066
PAY000405,P10152,2026-03-29,1154075,3462225,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-74803
PAY000406,P10152,2026-04-28,1154075,4616300,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-33961
PAY000407,P10155,2024-12-08,685000,685000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-12712
PAY000408,P10155,2025-01-07,685000,1370000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-58699
PAY000409,P10155,2025-02-06,685000,2055000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-99106
PAY000410,P10155,2025-03-08,685000,2740000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-91991
PAY000411,P10157,2024-09-25,297600,297600,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-86339
