project_id,project_name,description,category,state_id,state_name,district_id,district_name,constituency_id,constituency_name,mp_id,mp_name,ia_id,ia_name,sanction_amount,sanction_date,start_date,expected_completion_date,actual_completion_date,physical_progress,financial_progress,status,latitude,longitude,address,gps_accuracy_meters,record_source,synthetic_scenario,source_file,source_row,synthetic_seed,risk_overall_score,risk_level,risk_financial,risk_timeline,risk_compliance,risk_ia,risk_geo,risk_evidence,risk_reasons,flags_count
P10039,Drainage & Sewerage - Govindpur Ward 8,Construction of underground drainage network and silt chamber in Govindpur Ward 8.,Drainage & Sewerage,ST02,Andhra Pradesh,D002,Vizianagaram,C002,Vizianagaram,MP002,Appalanaidu Kalisetti,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,7330000,2024-08-25,2024-09-28,2025-04-10,2025-04-10,100,100,COMPLETED,15.6167,79.5525,"Govindpur Ward 8, Andhra Pradesh",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,3,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10040,Sports & Youth Facility - Bhimpur Ward 2,Construction of indoor badminton court and youth club building in Bhimpur Ward 2.,Sports & Youth Facility,ST02,Andhra Pradesh,D002,Vizianagaram,C002,Vizianagaram,MP002,Appalanaidu Kalisetti,IA013,Andhra Pradesh ELECTRICITY Executive Division,3990000,2026-06-08,2026-07-01,2027-04-17,2027-04-17,100,100,COMPLETED,16.0398,79.4457,"Bhimpur Ward 2, Andhra Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,3,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10041,School & Educational Infra - Subhash Nagar Ward 10,"Construction of boundary wall, mid-day meal shed, and toilet block at Govt Primary School Subhash Nagar Ward 10.",School & Educational Infra,ST02,Andhra Pradesh,D002,Vizianagaram,C002,Vizianagaram,MP002,Appalanaidu Kalisetti,IA013,Andhra Pradesh ELECTRICITY Executive Division,6310000,2024-07-01,2024-07-17,2025-05-11,2025-05-11,100,100,COMPLETED,16.0859,79.3869,"Subhash Nagar Ward 10, Andhra Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,3,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10042,Drinking Water Supply - Patel Chowk Ward 2,"Installation of Deep Tube Well, RO Filtration Unit and Overhead Tank at Patel Chowk Ward 2.",Drinking Water Supply,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA008,Andhra Pradesh PWD Executive Division,3740000,2026-01-26,2026-02-12,2027-01-26,,20,20,IN_PROGRESS,16.1421,80.1376,"Patel Chowk Ward 2, Andhra Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10043,Drainage & Sewerage - Sultanpur Ward 1,Construction of underground drainage network and silt chamber in Sultanpur Ward 1.,Drainage & Sewerage,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA014,Andhra Pradesh IRRIGATION Executive Division,1890000,2024-12-08,2025-01-16,2025-08-17,,0,0,NOT_STARTED,15.6467,80.0131,"Sultanpur Ward 1, Andhra Pradesh",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P10044,Sanitation Complex - Gopalpur Ward 14,Construction of Community Sanitary Complex (CSC) with running water facility at Gopalpur Ward 14.,Sanitation Complex,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA013,Andhra Pradesh ELECTRICITY Executive Division,7220000,2026-02-22,2026-04-02,2026-11-28,,0,0,NOT_STARTED,16.016,79.8035,"Gopalpur Ward 14, Andhra Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10045,Sports & Youth Facility - Haripur Ward 6,Development of rural sports stadium with running track and open gym at Haripur Ward 6.,Sports & Youth Facility,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,6580000,2026-11-03,2026-12-03,2027-07-16,,49,44,IN_PROGRESS,15.5499,80.0581,"Haripur Ward 6, Andhra Pradesh",4,SYNTHETIC,COMPLIANCE_ANOMALY,Allocated Limit for Honble MPs.csv,4,26102,0.24,LOW,0.15,0.12,0.85,0.14,0.08,0.1,Compliance infraction: Missing mandatory statutory clearance and sanction records,1
P10046,Drainage & Sewerage - Sundarnagar Ward 1,Construction of storm water pucca RCC covered drainage system along main bazaar in Sundarnagar Ward 1.,Drainage & Sewerage,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA013,Andhra Pradesh ELECTRICITY Executive Division,5060000,2026-02-15,2026-03-30,2026-09-29,,23,30,IN_PROGRESS,16.3112,79.9979,"Sundarnagar Ward 1, Andhra Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10047,Primary Health Centre & Hospital - Mohanpur Ward 14,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Mohanpur Ward 14.,Primary Health Centre & Hospital,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA013,Andhra Pradesh ELECTRICITY Executive Division,5670000,2026-02-23,2026-04-04,2026-11-10,,74,72,IN_PROGRESS,16.3099,79.4975,"Mohanpur Ward 14, Andhra Pradesh",6,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10048,Irrigation & Check Dam - Anandpur Ward 3,Construction of check dam and water harvesting pond on nullah at Anandpur Ward 3.,Irrigation & Check Dam,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA008,Andhra Pradesh PWD Executive Division,2710000,2026-08-21,2026-09-24,2027-04-16,,34,41,IN_PROGRESS,15.7442,79.3376,"Anandpur Ward 3, Andhra Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10049,Road & Transport - Mohanpur Ward 3,Construction and blacktopping of CC road from Mohanpur Ward 3 to Govindpur Chowk in BALASHOWRY VALLABHANENI.,Road & Transport,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA010,Andhra Pradesh MUNICIPAL Executive Division,2060000,2024-11-16,2024-12-17,2025-08-10,2025-08-10,100,100,COMPLETED,16.0235,80.0098,"Mohanpur Ward 3, Andhra Pradesh",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10050,Drinking Water Supply - Rampur Ward 8,"Installation of Deep Tube Well, RO Filtration Unit and Overhead Tank at Rampur Ward 8.",Drinking Water Supply,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,5900000,2026-07-16,2026-08-03,2027-03-05,,25,32,IN_PROGRESS,15.6092,79.4179,"Rampur Ward 8, Andhra Pradesh",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10051,School & Educational Infra - Anandpur Ward 3,"Construction of boundary wall, mid-day meal shed, and toilet block at Govt Primary School Anandpur Ward 3.",School & Educational Infra,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,1720000,2025-05-18,2025-06-08,2026-06-02,2026-06-02,100,100,COMPLETED,15.9288,79.4137,"Anandpur Ward 3, Andhra Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10052,Sanitation Complex - Gandhi Gram Ward 1,Construction of Community Sanitary Complex (CSC) with running water facility at Gandhi Gram Ward 1.,Sanitation Complex,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,7030000,2024-06-19,2024-07-29,2025-09-11,,0,0,NOT_STARTED,16.2158,79.6375,"Gandhi Gram Ward 1, Andhra Pradesh",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P10053,Sanitation Complex - Sundarnagar Ward 12,Construction of public bio-toilets and modern wash facility near bus stand Sundarnagar Ward 12.,Sanitation Complex,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA008,Andhra Pradesh PWD Executive Division,5530000,2024-04-05,2024-04-29,2024-10-30,2024-10-30,100,100,COMPLETED,16.0479,79.9934,"Sundarnagar Ward 12, Andhra Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10054,Sports & Youth Facility - Rajendra Nagar Ward 1,Construction of indoor badminton court and youth club building in Rajendra Nagar Ward 1.,Sports & Youth Facility,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA009,Andhra Pradesh DRDA Executive Division,5890000,2026-02-10,2026-02-28,2027-01-29,2027-01-29,100,100,COMPLETED,15.8752,79.3409,"Rajendra Nagar Ward 1, Andhra Pradesh",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10055,Drainage & Sewerage - Sultanpur Ward 6,Construction of storm water pucca RCC covered drainage system along main bazaar in Sultanpur Ward 6.,Drainage & Sewerage,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA009,Andhra Pradesh DRDA Executive Division,6890000,2025-06-02,2025-06-24,2026-01-07,,0,0,NOT_STARTED,15.4754,79.7862,"Sultanpur Ward 6, Andhra Pradesh",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P10056,Drinking Water Supply - Shanti Nagar Ward 7,Laying of drinking water pipeline network with solar-powered pump set in Shanti Nagar Ward 7.,Drinking Water Supply,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,2370000,2025-09-04,2025-09-21,2026-10-26,,0,0,NOT_STARTED,15.6336,79.8322,"Shanti Nagar Ward 7, Andhra Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10057,Road & Transport - Sundarnagar Ward 3,Construction and blacktopping of CC road from Sundarnagar Ward 3 to Sundarnagar Chowk in BALASHOWRY VALLABHANENI.,Road & Transport,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA014,Andhra Pradesh IRRIGATION Executive Division,7440000,2024-10-27,2024-12-03,2025-06-15,,76,73,IN_PROGRESS,15.5597,80.0122,"Sundarnagar Ward 3, Andhra Pradesh",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10058,Irrigation & Check Dam - Sundarnagar Ward 4,Construction of check dam and water harvesting pond on nullah at Sundarnagar Ward 4.,Irrigation & Check Dam,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA009,Andhra Pradesh DRDA Executive Division,7170000,2024-08-06,2024-09-06,2025-05-17,,83,88,IN_PROGRESS,15.8959,79.9764,"Sundarnagar Ward 4, Andhra Pradesh",6,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10059,Bridge & Culvert - Laxmipur Ward 12,Construction of RCC High Level Bridge across local stream at Laxmipur Ward 12.,Bridge & Culvert,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA014,Andhra Pradesh IRRIGATION Executive Division,5820000,2025-09-11,2025-10-26,2026-07-31,2026-07-31,100,100,COMPLETED,15.8739,79.6328,"Laxmipur Ward 12, Andhra Pradesh",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10060,Irrigation & Check Dam - Vivekananda Pally Ward 13,Construction of check dam and water harvesting pond on nullah at Vivekananda Pally Ward 13.,Irrigation & Check Dam,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA010,Andhra Pradesh MUNICIPAL Executive Division,25100000,2026-01-13,2026-02-07,2027-01-19,,59,78,IN_PROGRESS,15.7702,79.3794,"Vivekananda Pally Ward 13, Andhra Pradesh",6,SYNTHETIC,HIGH_COST_ANOMALY,Allocated Limit for Honble MPs.csv,4,26102,0.46,MEDIUM,0.84,0.12,0.7,0.14,0.08,0.1,Cost estimate exceeds CPWD/PWD schedule of rates benchmark by >300%,1
P10061,Drainage & Sewerage - Patel Chowk Ward 7,Construction of storm water pucca RCC covered drainage system along main bazaar in Patel Chowk Ward 7.,Drainage & Sewerage,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA010,Andhra Pradesh MUNICIPAL Executive Division,2850000,2024-07-20,2024-08-20,2025-07-22,,75,71,IN_PROGRESS,15.808,79.7146,"Patel Chowk Ward 7, Andhra Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10062,Community Hall & Social Asset - Govindpur Ward 1,Construction of multipurpose community welfare hall and cultural stage at Govindpur Ward 1.,Community Hall & Social Asset,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,2210000,2025-03-20,2025-04-16,2026-02-23,,75,71,IN_PROGRESS,15.64,79.4246,"Govindpur Ward 1, Andhra Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10063,Road & Transport - Maharajpur Ward 8,Upgradation and widening of rural arterial road connecting Maharajpur Ward 8 via Gopalpur Chowk.,Road & Transport,ST02,Andhra Pradesh,D003,Machilipatnam,C003,Machilipatnam,MP003,Balashowry Vallabhaneni,IA010,Andhra Pradesh MUNICIPAL Executive Division,4840000,2025-02-12,2025-03-07,2025-12-02,,59,58,IN_PROGRESS,15.4856,80.1622,"Maharajpur Ward 8, Andhra Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,4,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P10064,Primary Health Centre & Hospital - Anandpur Ward 3,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Anandpur Ward 3.,Primary Health Centre & Hospital,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA011,Andhra Pradesh PHED Executive Division,3300000,2025-04-06,2025-05-19,2025-12-21,2025-12-21,100,100,COMPLETED,16.3584,79.7247,"Anandpur Ward 3, Andhra Pradesh",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10065,Drainage & Sewerage - Devipur Ward 9,Construction of storm water pucca RCC covered drainage system along main bazaar in Devipur Ward 9.,Drainage & Sewerage,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA008,Andhra Pradesh PWD Executive Division,5570000,2025-03-06,2025-04-01,2025-11-29,,0,0,NOT_STARTED,16.3232,79.9597,"Devipur Ward 9, Andhra Pradesh",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P10066,Primary Health Centre & Hospital - Kalyanpur Ward 3,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Kalyanpur Ward 3.,Primary Health Centre & Hospital,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA011,Andhra Pradesh PHED Executive Division,6570000,2024-10-05,2024-11-09,2025-10-10,2025-10-10,100,100,COMPLETED,15.6515,79.8674,"Kalyanpur Ward 3, Andhra Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10067,Primary Health Centre & Hospital - Anandpur Ward 13,Construction of 10-bed Maternity and Child Care wing at Primary Health Centre Anandpur Ward 13.,Primary Health Centre & Hospital,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA008,Andhra Pradesh PWD Executive Division,1660000,2024-11-16,2024-12-06,2025-08-01,,31,35,IN_PROGRESS,15.7409,79.7237,"Anandpur Ward 13, Andhra Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P10068,Drinking Water Supply - Kalyanpur Ward 10,Laying of drinking water pipeline network with solar-powered pump set in Kalyanpur Ward 10.,Drinking Water Supply,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA014,Andhra Pradesh IRRIGATION Executive Division,2080000,2024-10-09,2024-10-28,2025-05-18,2025-05-18,100,100,COMPLETED,15.4679,79.6158,"Kalyanpur Ward 10, Andhra Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10069,Community Hall & Social Asset - Anandpur Ward 10,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Anandpur Ward 10.,Community Hall & Social Asset,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA009,Andhra Pradesh DRDA Executive Division,7310000,2024-06-07,2024-07-05,2025-01-25,2025-01-25,100,100,COMPLETED,16.0105,79.8618,"Anandpur Ward 10, Andhra Pradesh",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10070,Sports & Youth Facility - Vivekananda Pally Ward 9,Construction of indoor badminton court and youth club building in Vivekananda Pally Ward 9.,Sports & Youth Facility,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,4860000,2026-10-09,2026-10-25,2027-06-09,,79,79,IN_PROGRESS,16.0895,80.0327,"Vivekananda Pally Ward 9, Andhra Pradesh",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10071,School & Educational Infra - Subhash Nagar Ward 13,Construction of 4 additional smart classrooms and science laboratory at Govt High School Subhash Nagar Ward 13.,School & Educational Infra,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA010,Andhra Pradesh MUNICIPAL Executive Division,5540000,2025-10-09,2025-10-28,2026-11-06,,44,49,IN_PROGRESS,15.4683,79.7506,"Subhash Nagar Ward 13, Andhra Pradesh",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P10072,Drinking Water Supply - Gandhi Gram Ward 3,"Installation of Deep Tube Well, RO Filtration Unit and Overhead Tank at Gandhi Gram Ward 3.",Drinking Water Supply,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,2000000,2025-09-09,2025-10-09,2026-06-03,,0,0,NOT_STARTED,16.2365,79.8783,"Gandhi Gram Ward 3, Andhra Pradesh",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P10073,Road & Transport - Gopalpur Ward 4,Laying of interlocking paver block road and side drains near Gopalpur Ward 4.,Road & Transport,ST02,Andhra Pradesh,D004,Nandyal,C004,Nandyal,MP004,Byreddy Shabari,IA012,Andhra Pradesh ZILLA_PARISHAD Executive Division,3850000,2026-10-15,2026-11-27,2027-09-27,2027-09-27,100,100,COMPLETED,15.5776,79.4016,"Gopalpur Ward 4, Andhra Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,5,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
